year,competition,match,mtype,bscore,rscore,blue_won,red_won,Blue_Traditional_Scoring_High,Blue_Traditional_Scoring_Low,Blue_Technical_Scoring,Blue_Autonomous_Scoring,Blue_Endgame,Blue_Fouls,Blue_Defense,Red_Traditional_Scoring_High,Red_Traditional_Scoring_Low,Red_Technical_Scoring,Red_Autonomous_Scoring,Red_Endgame,Red_Fouls,Red_Defense
2017,2017cmpmo,2017cmpmo_sf1m15,sf1m15,535,532,1,0,0.6729821902235694,0.7113218731475993,1.0,0.78177727784027,0.9523809523809524,0.2857142857142857,0.283453887884267,0.9431602879878742,0.998814463544754,1.0,0.9595050618672666,0.9087301587301587,0.7718253968253967,0.3603074141048824
2019,2019cars,2019cars_qf4m1,qf4m1,75,90,0,1,0.5212765957446809,0.875,0.681818181818182,1.0,0.4583333333333333,0.19999999999999996,0.0,0.8936170212765958,0.9791666666666666,0.984848484848485,1.0,0.5208333333333334,0.8222222222222223,0.7157328268439379
2019,2019njski,2019njski_qf4m3,qf4m3,74,69,1,0,0.4464285714285714,0.890625,0.6,1.0,0.46875,0.8842592592592592,0.5123966942148761,0.8333333333333334,0.9166666666666666,0.8000000000000002,1.0,0.3333333333333333,0.7839506172839505,0.5564738292011019
2019,2019mimil,2019mimil_qf2m3,qf2m3,50,70,0,1,0.14035087719298245,0.880503144654088,0.5185185185185186,1.0,0.16666666666666666,0.3333333333333333,0.9971509971509965,0.25263157894736843,0.7396226415094341,0.6533333333333334,1.0,0.5,0.4666666666666666,0.7299145299145297
2017,2017misjo,2017misjo_qf1m1,qf1m1,200,265,0,1,0.0,0.0,1.0,0.5732484076433121,0.6666666666666666,1.0,0.4140624999999997,1.0,0.024630541871921183,1.0,0.924476797088262,0.7619047619047619,0.9428571428571427,1.0
2018,2018migay,2018migay_qf3m1,qf3m1,163,363,0,1,0.004754358161648177,0.7074074074074074,0.8674321503131525,0.3378378378378379,0.16666666666666666,0.0,0.0,0.6156893819334389,1.0,0.5996868475991649,1.0,0.125,1.0,0.7218543046357618
2018,2018onlon,2018onlon_f1m2,f1m2,366,299,1,0,1.0,0.9509530948811308,0.8401785714285713,0.9465165376495427,0.4537037037037037,1.0,0.9780924204001127,0.861198738170347,0.9576461769115442,0.8406249999999998,0.7912561576354681,0.6319444444444444,0.9476534296028881,0.8431952662721892
2017,2017onto1,2017onto1_qf4m1,qf4m1,258,305,0,1,0.007653061224489795,0.0,1.0,0.8944444444444444,0.6000000000000001,0.6999999999999998,0.23216995447647962,0.26785714285714285,0.0,1.0,0.7944444444444444,0.9,1.0,0.3915022761760241
2018,2018cmptx,2018cmptx_sf1m7,sf1m7,309,436,0,1,0.5480314960629921,0.9883211678832117,0.75672131147541,0.8867924528301886,0.7777777777777777,0.8095238095238096,0.4232309746328438,0.5038120234970628,0.8463098134630981,0.5797553994275305,0.782869122491764,0.5291005291005291,0.8238851095993954,0.35990844936105293
2017,2017mdowi,2017mdowi_qf4m2,qf4m2,191,305,0,1,0.0,0.0,1.0,0.20666666666666667,0.7000000000000001,1.0,0.0,0.7714285714285715,0.0,1.0,0.8613333333333332,0.91,0.48000000000000015,0.6610169491525428
2018,2018pawch,2018pawch_qf4m2,qf4m2,360,305,1,0,0.5060240963855421,0.6119402985074627,0.37804878048780494,0.7922885572139303,0.20370370370370372,0.9032258064516129,0.44591611479028687,0.6237449799196787,0.8196517412935322,0.7073170731707318,0.552860696517413,0.3703703703703704,0.6774193548387096,1.0
