,year,competition,match,mtype,bscore,rscore,blue_won,red_won,Blue_Traditional_Scoring_High,Blue_Traditional_Scoring_Low,Blue_Technical_Scoring,Blue_Autonomous_Scoring,Blue_Endgame,Blue_Fouls,Blue_Defense,Red_Traditional_Scoring_High,Red_Traditional_Scoring_Low,Red_Technical_Scoring,Red_Autonomous_Scoring,Red_Endgame,Red_Fouls,Red_Defense
60,2019,2019cmptx,2019cmptx_sf1m7,sf1m7,126,121,1,0,0.8522727272727272,0.828125,0.75,0.9,0.78125,0.5,0.6732673267326733,0.6545454545454545,0.9499999999999998,0.655892255892256,1.0,0.7166666666666668,1.0,0.6090209020902089
61,2017,2017miann,2017miann_sf1m1,sf1m1,306,285,1,0,1.0,0.0,1.0,1.0,1.0,0.8333333333333334,0.5401785714285714,0.0,0.0,1.0,0.7894736842105262,0.9705882352941178,0.75,0.2544642857142857
62,2019,2019paphi,2019paphi_qf1m1,qf1m1,51,91,0,1,0.1153846153846153,0.8181818181818182,0.6666666666666666,0.8000000000000002,0.2916666666666667,0.5909090909090908,0.087378640776699,0.4038461538461539,0.8863636363636364,0.5666666666666667,0.6999999999999998,0.6041666666666666,0.4545454545454544,0.6990291262135923
63,2019,2019mifor,2019mifor_qf3m3,qf3m3,43,72,0,1,0.1111111111111111,0.9473684210526316,0.3199999999999999,1.0,0.3055555555555555,0.5555555555555556,0.8414634146341465,0.6333333333333334,0.6315789473684211,0.7679999999999999,0.68,0.4333333333333333,1.0,0.8365853658536585
64,2017,2017misjo,2017misjo_qf4m1,qf4m1,226,280,0,1,0.0,0.0,1.0,1.0,0.8333333333333334,0.0,0.3515624999999999,0.0,1.0,1.0,0.9554140127388534,0.8000000000000002,0.92,0.6749999999999995
68,2019,2019migul,2019migul_sf1m1,sf1m1,45,86,0,1,0.6805555555555555,0.7094594594594595,1.0,1.0,0.4166666666666667,1.0,0.2527472527472528,1.0,0.8301158301158301,0.761904761904762,0.8285714285714286,0.5476190476190477,0.0,0.9670329670329668
70,2019,2019glbbb,2019glbbb_f1m1,f1m1,83,74,1,0,0.2692307692307693,0.8845315904139431,0.7622222222222222,1.0,0.5185185185185185,0.967741935483871,0.5795297372060858,1.0,1.0,1.0,0.8000000000000002,0.4285714285714286,0.9585253456221198,0.7202133965619445
71,2018,2018chcmp,2018chcmp_qf4m2,qf4m2,434,307,1,0,0.6349206349206349,0.9044117647058824,0.5161874575503735,0.8439153439153438,0.2777777777777777,0.6103896103896104,0.5868852459016394,0.3757904245709123,1.0,0.3359746434231379,0.5740740740740741,0.5,0.9393939393939392,0.5103825136612021
73,2019,2019rismi,2019rismi_sf1m2,sf1m2,62,67,0,1,0.4285714285714285,0.8852459016393442,0.9121621621621622,0.9499999999999998,0.4583333333333333,0.5,0.3571428571428571,0.9642857142857144,1.0,0.8108108108108109,0.9499999999999998,0.3541666666666667,0.4722222222222221,0.6473214285714286
74,2018,2018tuis,2018tuis_qf4m2,qf4m2,247,198,1,0,0.4669887278582931,0.0049019607843137,0.5444444444444445,0.4545454545454545,0.425925925925926,0.2032520325203252,0.4373333333333334,0.6409017713365539,0.7977941176470588,0.3266666666666666,0.4848484848484848,0.1944444444444444,0.7235772357723577,0.6475555555555556
75,2019,2019inmis,2019inmis_qf2m2,qf2m2,57,44,1,0,0.432,0.7148936170212767,0.9551020408163268,0.8799999999999999,0.2333333333333333,0.7230769230769231,0.8794520547945207,0.24,0.6808510638297872,0.653061224489796,1.0,0.4166666666666667,0.1794871794871795,1.0
77,2017,2017casf,2017casf_qf1m2,qf1m2,145,366,0,1,0.0,0.0,1.0,0.1581722319859402,0.6666666666666666,0.9545454545454546,0.0677966101694912,1.0,0.0689655172413793,1.0,1.0,0.888888888888889,0.7954545454545455,1.0
78,2017,2017scmb,2017scmb_qf4m2,qf4m2,305,213,1,0,0.026595744680851,0.0,1.0,0.9090909090909092,0.9821428571428572,1.0,0.2500000000000002,0.4078014184397163,0.2499999999999999,1.0,0.78989898989899,0.8333333333333335,1.0,0.3187499999999997
79,2019,2019micmp2,2019micmp2_sf2m1,sf2m1,86,106,0,1,0.7714285714285714,0.8608695652173913,0.875,1.0,0.5166666666666667,0.68,0.3666666666666667,0.6964285714285715,0.9619565217391304,0.984375,1.0,0.59375,0.6,0.8525641025641025
83,2018,2018ctwat,2018ctwat_sf1m2,sf1m2,154,525,0,1,0.4858557284299858,0.9253731343283584,0.7125,0.6792452830188679,0.4027777777777777,0.0,0.3204845814977971,1.0,0.9776119402985076,0.8093749999999998,1.0,0.4351851851851851,0.5384615384615384,1.0
84,2019,2019ilpe,2019ilpe_sf2m1,sf2m1,77,88,0,1,0.4375,1.0,0.4565217391304348,1.0,0.5833333333333334,0.52,0.5471698113207545,1.0,0.7539682539682538,0.6739130434782611,1.0,0.5238095238095238,0.9142857142857144,0.9568733153638816
85,2018,2018vapor,2018vapor_sf2m2,sf2m2,258,333,0,1,1.0,0.5349264705882353,0.7210803059273423,0.8517110266159694,0.1944444444444444,0.4375,0.654981549815498,0.6152597402597403,0.9831932773109244,1.0,1.0,0.4841269841269841,0.0,0.824986821296784
87,2019,2019nyrr,2019nyrr_f1m3,f1m3,71,64,1,0,0.7597402597402597,0.9574829931972788,0.7205513784461153,0.8690476190476191,0.4821428571428571,0.611111111111111,0.6803571428571429,0.8181818181818182,0.8571428571428571,0.6466165413533835,1.0,0.4761904761904763,0.9523809523809522,0.6642857142857144
88,2017,2017nyli,2017nyli_sf2m1,sf2m1,235,445,0,1,0.0,0.4487179487179487,1.0,0.6,0.9166666666666666,0.8284313725490197,0.5447619047619047,0.0,1.0,1.0,0.7714285714285714,1.0,0.0,0.5931972789115646
89,2017,2017ncral,2017ncral_qf3m1,qf3m1,235,312,0,1,0.0,0.0,1.0,0.6,0.7777777777777778,1.0,0.3959085439229841,0.0401069518716577,0.0,1.0,0.895,0.972222222222222,0.875,0.8739470517448855
90,2018,2018flor,2018flor_qf4m2,qf4m2,265,365,0,1,0.2663043478260869,0.7720588235294117,0.8282980866062437,0.3038674033149171,0.2777777777777778,0.9385964912280702,0.4670932358318096,0.9669384057971014,0.9613970588235294,0.916414904330312,0.8011049723756903,0.3611111111111111,0.7850877192982456,0.7646252285191956
