,Unnamed: 0,Robot,Traditional_Scoring_High,Traditional_Scoring_Low,Technical_Scoring,Autonomous_Scoring,Endgame,Fouls,Defense,Competition,Year
37,37,frc6408,0.0,0.166581589246214,0.9145299145299144,0.3771742988995386,0.717948717948718,0.7524271844660193,0.5718946632486602,2017abca,2017
38,38,frc6458,0.0981944884383908,0.1071975497702909,0.9766899766899768,0.5826314260819053,0.7132867132867132,0.7259488084730803,0.4415054765788863,2017abca,2017
39,39,frc6485,0.0,0.0842266462480857,0.9430199430199432,0.538604898828541,0.3076923076923077,0.3883495145631068,0.4334653926823585,2017abca,2017
40,40,frc6563,0.0987224157955865,0.020588735749532,1.0,0.4088569400070997,0.4615384615384616,0.8009708737864077,0.7846655791190864,2017abca,2017
41,41,frc6673,0.0019357336430507,0.0393057682491066,1.0,0.3575612353567625,0.4102564102564103,0.4368932038834951,0.7654392915404337,2017abca,2017
42,42,frc6679,0.0,0.0,1.0,0.5171059637912674,1.0,0.8616504854368932,0.3825157305989279,2017abca,2017
43,43,frc6700,0.1045296167247386,0.0598945039986387,1.0,0.4329960951366702,0.6666666666666669,0.5582524271844661,0.4244931251456536,2017abca,2017
44,44,frc6701,0.0348432055749128,0.2433214224944699,1.0,0.4556265530706425,0.6153846153846155,0.6796116504854368,0.8064553717082269,2017abca,2017
45,45,frc6703,0.1025938830816879,0.0187170324995746,0.9430199430199432,0.3092829250976216,0.5128205128205129,0.1213592233009708,0.6065019808902355,2017abca,2017
46,46,frc6719,0.0038714672861014,0.0018717032499574,0.9430199430199432,0.2263045793397231,0.4102564102564103,0.4611650485436893,0.6116289909112098,2017abca,2017
47,47,frc6724,0.0038714672861014,0.0149736259996596,1.0,0.5431309904153355,0.358974358974359,0.970873786407767,0.6090654859007228,2017abca,2017
0,0,frc1108,0.2139673105497771,0.3259856630824372,0.9786324786324786,0.75,0.6729166666666667,0.7744874715261959,0.5397631133671741,2017alhu,2017
1,1,frc1319,0.0870553273315269,0.3096774193548388,0.9849170437405732,0.6899159663865546,1.0,0.7892268524721961,0.2848611525828607,2017alhu,2017
2,2,frc1369,0.0054863412961481,0.284036393713813,1.0,0.7318681318681319,0.8173076923076924,0.4275451200280357,0.0,2017alhu,2017
3,3,frc1539,0.0463595839524517,0.0329032258064516,1.0,0.8028571428571429,0.4675,0.6492027334851936,0.6954314720812181,2017alhu,2017
4,4,frc1706,1.0,0.0213261648745519,0.935897435897436,0.7761904761904762,0.7437500000000001,0.7953682611996963,0.7275803722504229,2017alhu,2017
5,5,frc1758,0.1676077265973254,0.0365591397849462,1.0,0.5314285714285715,0.7225,0.7494305239179954,0.9055837563451776,2017alhu,2017
6,6,frc179,0.2097718730880167,0.0,1.0,0.7773109243697479,0.975,0.8776631381481977,0.3033741415347864,2017alhu,2017
7,7,frc180,0.0230749060396818,0.3311827956989247,1.0,1.0,1.0,0.6860511858501943,0.4425201552702298,2017alhu,2017
8,8,frc2010,0.001371585324037,0.0253101736972704,0.980276134122288,0.6648351648351649,0.9153846153846156,0.5431925705274225,0.2795782897305741,2017alhu,2017
9,9,frc2016,0.0855869242199108,0.0243727598566308,1.0,0.6628571428571429,0.9066666666666668,0.8413059984813972,0.5238578680203045,2017alhu,2017
10,10,frc2386,0.2157503714710252,0.0036559139784946,0.9743589743589745,0.4414285714285714,0.6375000000000001,0.3986332574031889,0.6345177664974617,2017alhu,2017
11,11,frc2556,0.0054863412961481,0.0,0.960552268244576,0.4087912087912088,0.7192307692307693,0.7744874715261959,0.4045294806716128,2017alhu,2017
12,12,frc2783,0.0062931561926405,0.0,1.0,0.680672268907563,0.9,0.8629237572021976,0.3517467900865931,2017alhu,2017
13,13,frc2815,0.1001257286547033,0.0,1.0,0.6670329670329671,0.7192307692307693,0.6202908708603471,0.4326434986333464,2017alhu,2017
14,14,frc2973,0.1872213967310549,0.5556989247311829,0.8974358974358974,0.6385714285714286,0.5525000000000001,0.6492027334851936,0.6883248730964469,2017alhu,2017
15,15,frc3139,0.1604754829123328,0.0,1.0,0.4558441558441559,0.6954545454545454,0.0,0.6534379326257498,2017alhu,2017
16,16,frc3319,0.0410104011887072,0.0,1.0,0.5657142857142858,0.7650000000000001,0.4988610478359908,0.4832487309644667,2017alhu,2017
17,17,frc34,0.0546805349182763,0.0,1.0,0.8361904761904762,0.8783333333333334,0.8413059984813972,0.3891708967851102,2017alhu,2017
18,18,frc343,0.0576065836095553,0.0281224152191894,1.0,0.8065934065934066,0.8500000000000002,0.5431925705274225,0.1257321358844201,2017alhu,2017
19,19,frc3490,0.3491827637444279,0.0030465949820788,1.0,0.8571428571428572,0.8145833333333334,0.8162490508731967,0.5507614213197968,2017alhu,2017
20,20,frc3814,0.0035661218424962,0.0243727598566308,1.0,0.8866666666666667,0.935,0.6408504176157934,0.5604060913705581,2017alhu,2017
21,21,frc3861,0.0552748885586924,0.0,0.9743589743589745,0.4614285714285714,0.4675,0.3234624145785876,0.6923857868020304,2017alhu,2017
22,22,frc3959,0.0199283279433615,1.0,0.9849170437405732,0.7764705882352941,1.0,0.6860511858501943,0.40250821140639,2017alhu,2017
23,23,frc4013,0.0,0.0,0.9743589743589745,0.2442857142857143,0.3400000000000001,0.4738041002277904,0.7604060913705585,2017alhu,2017
24,24,frc4256,0.0106983655274888,0.0,1.0,0.6590476190476191,0.7650000000000001,0.3234624145785876,0.3153976311336716,2017alhu,2017
25,25,frc442,0.0518708631635823,0.0132942326490713,1.0,0.5792207792207793,0.4250000000000001,0.4328018223234623,0.6100599907706509,2017alhu,2017
26,26,frc4451,0.0208023774145616,0.0304659498207885,1.0,0.7273809523809524,0.8854166666666667,0.3986332574031889,0.7165820642978006,2017alhu,2017
27,27,frc4471,0.0481426448736998,0.1389247311827957,1.0,0.2914285714285714,0.7225,0.9248291571753988,1.0,2017alhu,2017
28,28,frc4707,0.0802377414561664,0.0109677419354838,0.9230769230769232,0.3628571428571429,0.51,0.1981776765375853,0.4923857868020306,2017alhu,2017
29,29,frc4740,0.1426448736998514,0.1316129032258064,0.9487179487179488,0.3642857142857143,0.4250000000000001,0.4988610478359908,0.5106598984771573,2017alhu,2017
30,30,frc4924,0.0035661218424962,0.0255913978494623,1.0,0.5514285714285715,0.6375000000000001,0.6492027334851936,0.6253807106598983,2017alhu,2017
31,31,frc4965,0.0285289747399702,0.0,1.0,0.6714285714285715,0.9633333333333336,0.4905087319665906,0.5698815566835871,2017alhu,2017
32,32,frc5005,0.1572335539646089,0.0299120234604105,1.0,0.8324675324675326,0.5409090909090909,0.7972665148063781,0.4790032302722661,2017alhu,2017
33,33,frc5045,0.0499257057949479,0.1681720430107527,1.0,0.5242857142857144,0.51,0.2733485193621867,0.6020304568527919,2017alhu,2017
34,34,frc5058,0.0570579494799405,0.0,0.9743589743589745,0.6142857142857143,0.51,0.5740318906605922,0.7543147208121828,2017alhu,2017
35,35,frc538,0.2817236255572065,0.1023655913978494,0.9487179487179488,0.3214285714285714,0.8500000000000002,0.7744874715261959,0.3939086294416246,2017alhu,2017
36,36,frc547,0.0534918276374442,0.5630107526881721,0.9743589743589745,0.53,0.5525000000000001,0.7744874715261959,0.6223350253807106,2017alhu,2017
37,37,frc5551,0.1034175334323922,0.0,0.9743589743589745,0.44,0.4250000000000001,0.8496583143507973,0.7593908629441626,2017alhu,2017
38,38,frc5616,0.0,0.0,0.9230769230769232,0.3542857142857143,0.6375000000000001,0.6492027334851936,0.513705583756345,2017alhu,2017
39,39,frc5721,0.2264487369985141,0.0,1.0,0.6342857142857142,0.6800000000000002,1.0,0.6934010152284263,2017alhu,2017
40,40,frc5842,0.1991084695393759,0.0,0.9786324786324786,0.6226190476190477,0.7437500000000001,0.5447987851176918,0.2758037225042302,2017alhu,2017
41,41,frc5845,0.0677563150074294,0.0329032258064516,1.0,0.45,0.5950000000000001,0.2733485193621867,0.5106598984771573,2017alhu,2017
42,42,frc5858,0.0303120356612184,0.0,0.9743589743589745,0.6242857142857143,0.6800000000000002,0.0979498861047834,0.5654822335025378,2017alhu,2017
43,43,frc6055,0.1414561664190193,0.0219354838709677,0.9487179487179488,0.8323809523809523,0.8783333333333334,0.6074411541381929,0.2822335025380709,2017alhu,2017
44,44,frc6107,0.0374442793462109,0.0402150537634408,0.9743589743589745,0.56,0.4675,0.6241457858769931,0.8456852791878176,2017alhu,2017
45,45,frc6366,0.3595839524517087,0.0243727598566308,1.0,0.7976190476190477,0.6375000000000001,0.3568716780561882,0.3620981387478849,2017alhu,2017
46,46,frc6373,0.1087667161961366,0.0,0.9487179487179488,0.3914285714285714,0.3825,0.6241457858769931,0.6385786802030459,2017alhu,2017
47,47,frc6396,0.0713224368499257,0.2193548387096774,0.9633699633699634,0.6,0.7589285714285715,0.8102831109664823,0.6185641769398115,2017alhu,2017
48,48,frc6491,0.0,0.0255913978494623,1.0,0.5171428571428572,0.51,0.7494305239179954,0.8893401015228426,2017alhu,2017
49,49,frc79,0.0524429682720041,0.0,1.0,0.5605042016806723,0.9,0.8629237572021976,0.279486413854882,2017alhu,2017
0,0,frc1025,0.1245632065775951,0.1317647058823529,1.0,0.6665044606650445,0.9208333333333332,0.9770833333333332,0.9939915174363804,2017arc,2017
1,1,frc1058,0.1747173689619732,0.1568627450980392,1.0,0.8597819230422638,0.9837962962962964,0.6435185185185185,0.521324222431668,2017arc,2017
2,2,frc1075,0.1492291880781089,0.0,1.0,0.8231954582319546,0.8854166666666665,0.725,0.8618049010367578,2017arc,2017
3,3,frc1111,0.0086330935251798,0.0,1.0,0.7255474452554744,0.85,0.8166666666666667,0.7967130065975493,2017arc,2017
4,4,frc1325,0.0750256937307297,0.0862745098039215,1.0,0.7692619626926196,0.8854166666666665,0.7899305555555556,0.5263312912346841,2017arc,2017
5,5,frc144,0.0974306269270298,0.0,1.0,0.83227899432279,0.8145833333333333,0.8625,0.8808317624882186,2017arc,2017
6,6,frc1629,0.1442959917780062,0.0,1.0,0.8311435523114356,0.7791666666666666,0.38125,0.6845546654099905,2017arc,2017
7,7,frc1640,0.1068859198355601,0.0,1.0,0.6017842660178427,0.9739583333333331,0.7899305555555556,0.6890610273327051,2017arc,2017
8,8,frc1721,0.2219938335046249,0.0,1.0,0.7743714517437146,0.9208333333333332,0.4729166666666666,0.6334825636192268,2017arc,2017
9,9,frc1730,0.2722067244163852,0.2016806722689075,1.0,0.9553933495539336,0.8854166666666665,0.4107142857142857,0.3539450653022755,2017arc,2017
10,10,frc1810,0.1257965056526207,0.0,1.0,0.6971613949716139,0.8854166666666665,0.7479166666666667,0.7436380772855795,2017arc,2017
11,11,frc188,0.0822199383350462,0.2352941176470588,1.0,0.8780751554474181,0.9149305555555554,0.6753472222222222,0.4186793119698399,2017arc,2017
12,12,frc1880,0.1257965056526207,0.0,1.0,0.8697485806974857,0.95625,0.8395833333333333,1.0,2017arc,2017
13,13,frc1987,0.0588188789627638,0.0,1.0,0.9074801921517248,0.9262820512820512,0.3301282051282052,0.2347658232436737,2017arc,2017
14,14,frc2075,0.0271325796505652,0.0047058823529411,1.0,0.7857258718572587,0.8145833333333333,0.9083333333333332,0.9939915174363804,2017arc,2017
15,15,frc2137,0.1690345202829333,0.1660899653979238,1.0,0.724679166070321,0.9166666666666664,0.8651960784313726,0.585532516493874,2017arc,2017
16,16,frc217,0.2271325796505653,0.0039215686274509,1.0,0.7408759124087592,0.826388888888889,0.9045138888888888,0.5355109173735468,2017arc,2017
17,17,frc222,0.0585817060637204,0.1176470588235294,1.0,0.7314138956474724,0.8854166666666665,0.8854166666666666,0.7216069745523092,2017arc,2017
18,18,frc2220,0.1035971223021582,0.0,1.0,0.6460665044606649,0.8145833333333333,0.8625,0.8327639019792649,2017arc,2017
19,19,frc225,0.7756080849606031,0.0784313725490196,1.0,0.8995223934396684,0.9050925925925924,0.8599537037037037,0.1635969735050787,2017arc,2017
20,20,frc2337,0.6583919677444858,0.3257918552036198,1.0,0.9528978726059018,0.7083333333333334,0.6121794871794871,0.2609566446748349,2017arc,2017
21,21,frc2338,0.1578622816032888,0.0,1.0,0.5643146796431467,0.85,0.5874999999999999,0.74063383600377,2017arc,2017
22,22,frc2363,0.1940390544707091,0.2823529411764706,1.0,0.8985131116517978,0.8027777777777777,0.5874999999999999,0.3090245051837886,2017arc,2017
23,23,frc2421,0.108530318602261,0.0,1.0,0.824330900243309,0.7437499999999999,0.7479166666666667,0.6164585296889725,2017arc,2017
24,24,frc245,0.2137718396711202,1.0,1.0,0.8080562314138957,0.9739583333333331,0.8472222222222222,0.6139549952874649,2017arc,2017
25,25,frc2574,0.1035971223021582,0.0047058823529411,1.0,0.851581508515815,0.95625,0.8166666666666667,0.7045829406220548,2017arc,2017
26,26,frc2590,0.3418000293642637,0.2016806722689075,1.0,0.8491484184914843,0.9107142857142856,0.5744047619047619,0.4548017369058834,2017arc,2017
27,27,frc2611,0.1471736896197328,0.188235294117647,1.0,0.7819410651527439,0.9208333333333332,0.7555555555555555,0.5847470939365378,2017arc,2017
28,28,frc2834,0.2137718396711202,0.0549019607843137,1.0,0.8004866180048662,0.9149305555555554,0.7517361111111112,0.6197965755576494,2017arc,2017
29,29,frc2977,0.0628982528263103,0.0,1.0,0.8890510948905108,0.9208333333333332,0.6104166666666666,0.7786875589066916,2017arc,2017
30,30,frc3044,0.0752312435765673,0.0,1.0,0.6835360908353609,0.7791666666666666,0.7708333333333333,0.7947101790763432,2017arc,2017
31,31,frc3090,0.2787255909558068,0.0047058823529411,1.0,0.745985401459854,0.7083333333333334,0.4270833333333332,0.5814090480678604,2017arc,2017
32,32,frc3138,0.0875642343268242,0.0,1.0,0.6892133008921331,0.7083333333333334,0.5874999999999999,0.4942860508953816,2017arc,2017
33,33,frc3176,0.2355601233299075,0.1176470588235294,1.0,0.7914030819140309,0.85,0.1979166666666666,0.550365221489161,2017arc,2017
34,34,frc3357,0.4942005579210102,0.2016806722689075,1.0,1.0,0.8348214285714285,0.2306547619047619,0.2209000942507067,2017arc,2017
35,35,frc3467,0.3598990937120433,0.0342245989304812,1.0,0.72255400722554,0.9015151515151514,0.9583333333333334,0.8618049010367578,2017arc,2017
36,36,frc3539,0.0863309352517985,0.2352941176470588,1.0,0.6623411732900785,0.8559027777777777,0.6371527777777778,0.4812676720075399,2017arc,2017
37,37,frc3623,0.1775950668036999,0.1035294117647058,1.0,0.6733171127331711,0.8145833333333333,0.7708333333333333,0.6595193213949107,2017arc,2017
38,38,frc3770,0.2676258992805755,0.0941176470588235,1.0,0.6687753446877535,0.8854166666666665,0.8166666666666667,0.5373468426013197,2017arc,2017
39,39,frc3793,0.0628982528263103,0.0,1.0,0.3020275750202758,0.9208333333333332,0.5874999999999999,0.7596606974552308,2017arc,2017
40,40,frc3799,0.2885919835560124,0.0,1.0,0.6846715328467152,0.7083333333333334,0.6333333333333333,0.499293119698398,2017arc,2017
41,41,frc3990,0.124563206577595,0.0235294117647058,1.0,0.6596918085969181,0.8854166666666665,0.8625,0.8417766258246936,2017arc,2017
42,42,frc401,0.2232271325796506,0.0,1.0,0.8050283860502839,0.7437499999999999,0.3583333333333333,0.6985744580584353,2017arc,2017
43,43,frc4464,0.1011305241521069,0.0,1.0,0.8390916463909166,0.8854166666666665,0.65625,0.5884189443920826,2017arc,2017
44,44,frc4476,0.0089694478183686,0.0,1.0,0.8071960480719605,0.740530303030303,0.0,0.6251071030760007,2017arc,2017
45,45,frc4779,0.1109969167523124,0.0047058823529411,1.0,0.7334955393349554,0.85,0.9541666666666668,0.94692507068803,2017arc,2017
46,46,frc4926,0.213360739979445,0.0,1.0,0.6960259529602595,0.8854166666666665,0.8854166666666666,0.6444981149858624,2017arc,2017
47,47,frc4970,0.2824254881808839,0.0094117647058823,1.0,0.8981346309813462,0.7437499999999999,0.8395833333333333,0.4582351555136664,2017arc,2017
48,48,frc5172,1.0,0.0980392156862745,1.0,0.7427683157610165,0.8854166666666665,0.6180555555555555,0.5363454288407162,2017arc,2017
49,49,frc5243,0.0,0.0941176470588235,1.0,0.7766423357664234,0.8854166666666665,0.8625,0.6805490103675775,2017arc,2017
50,50,frc5464,0.0801644398766701,0.0,1.0,0.6869424168694241,0.7083333333333334,0.6104166666666666,0.7606621112158338,2017arc,2017
51,51,frc558,0.3425830763960261,0.0026143790849673,1.0,0.8578895196900064,0.8460648148148148,0.7199074074074074,0.0261807519111947,2017arc,2017
52,52,frc5709,0.3120246659815006,0.0047058823529411,1.0,0.781184103811841,0.8854166666666665,0.65625,0.8177426955702166,2017arc,2017
53,53,frc5847,0.0967665428097083,0.0,1.0,0.8533283423794373,0.9535256410256407,0.1714743589743589,0.4034655259914449,2017arc,2017
54,54,frc6317,0.1948612538540596,0.0,1.0,0.5824817518248174,0.7437499999999999,0.51875,0.6975730442978323,2017arc,2017
55,55,frc6334,0.1782677753900776,0.0171122994652406,1.0,0.6967485069674851,0.9981060606060606,0.75,0.8162860937366118,2017arc,2017
56,56,frc6344,0.181294964028777,0.1411764705882353,1.0,0.8776966747769667,0.9208333333333332,0.7479166666666667,0.6715362865221488,2017arc,2017
57,57,frc6401,0.1331963001027749,0.0,1.0,0.7698296836982967,0.6729166666666666,0.93125,0.6495051837888784,2017arc,2017
58,58,frc6451,0.1874614594039055,0.0,1.0,0.7221411192214111,0.9208333333333332,0.93125,0.8908459000942504,2017arc,2017
59,59,frc648,0.2392600205549846,0.0047058823529411,1.0,0.6880778588807785,0.7791666666666666,0.5416666666666666,0.6274740810556081,2017arc,2017
60,60,frc67,0.1327610180762952,0.2463667820069204,1.0,0.8709508134153904,1.0,0.7708333333333333,0.8129123468426016,2017arc,2017
61,61,frc6746,0.2108941418293936,0.1552941176470588,1.0,0.5915652879156529,0.8854166666666665,0.725,0.5463595664467483,2017arc,2017
62,62,frc70,0.3073760771602499,0.0977375565610859,1.0,0.9502776218104684,0.844551282051282,0.6474358974358974,0.6615221489161167,2017arc,2017
63,63,frc865,0.4925941599661448,0.0027681660899653,1.0,0.9230475645245932,0.8958333333333333,0.7303921568627451,0.0,2017arc,2017
64,64,frc93,0.1035971223021582,0.0,1.0,0.8141119221411193,0.7791666666666666,1.0,0.7967130065975493,2017arc,2017
65,65,frc930,0.615621788283659,0.0156862745098039,1.0,0.6226007028926737,0.9444444444444444,0.9427083333333334,0.6523425227772539,2017arc,2017
0,0,frc141,0.055,0.0342857142857142,1.0,0.8204081632653063,0.7619047619047618,0.7488372093023256,0.1293692245881882,2017arli,2017
1,1,frc1421,0.0,0.1519480519480519,0.9090909090909092,0.7166048237476811,0.6649350649350649,0.8287526427061311,0.429087987143431,2017arli,2017
2,2,frc16,0.4869791666666667,0.0,0.9839743589743588,0.7251275510204083,1.0,0.5944767441860466,0.4155283246283646,2017arli,2017
3,3,frc1764,0.4888888888888889,0.0,1.0,0.6037414965986395,0.5079365079365079,0.0,0.1647247890719164,2017arli,2017
4,4,frc1775,1.0,0.0584415584415584,0.9533799533799532,0.5231910946196661,0.6649350649350649,0.7526427061310782,0.4580152671755728,2017arli,2017
5,5,frc1912,0.0,0.0142857142857142,1.0,0.5867346938775512,0.6095238095238096,0.5116279069767442,0.8600508905852413,2017arli,2017
6,6,frc2004,0.0,0.0,0.9145299145299144,0.4710884353741497,0.3047619047619048,0.0697674418604651,0.3842239185750636,2017arli,2017
7,7,frc2080,0.0583333333333333,0.0116883116883116,1.0,0.5510204081632654,0.7896103896103895,0.4862579281183932,0.6617115307352347,2017arli,2017
8,8,frc2333,0.2520833333333333,0.0080357142857142,1.0,0.774872448979592,0.7714285714285714,0.6598837209302325,0.2481418240257133,2017arli,2017
9,9,frc2992,0.0076388888888888,0.0857142857142857,1.0,1.0,0.8380952380952381,0.5639534883720931,0.6088790678987546,2017arli,2017
10,10,frc3039,0.1571428571428571,0.0,1.0,0.5400874635568513,0.8163265306122449,0.3720930232558139,0.3800149228031915,2017arli,2017
11,11,frc3061,0.0,0.0,1.0,0.4251700680272109,0.6095238095238096,0.627906976744186,0.1087451453060133,2017arli,2017
12,12,frc3160,0.025,0.0,1.0,0.3910018552875696,0.6233766233766234,0.7145877378435518,0.4170349537967057,2017arli,2017
13,13,frc3310,0.1776041666666666,0.0080357142857142,1.0,0.894451530612245,0.9428571428571428,0.7383720930232558,0.4453595821615107,2017arli,2017
14,14,frc3319,0.144047619047619,0.1193877551020408,0.9816849816849816,0.5903790087463557,0.783673469387755,0.5365448504983389,0.3875911151925617,2017arli,2017
15,15,frc3337,0.0611111111111111,0.0,0.9715099715099714,0.2959183673469387,0.3555555555555555,0.5116279069767442,0.6994777018883084,2017arli,2017
16,16,frc3350,0.0,0.0,0.9430199430199432,0.5612244897959184,0.3047619047619048,0.4186046511627906,0.6862193652069102,2017arli,2017
17,17,frc3468,0.0203703703703703,0.1571428571428571,0.9715099715099714,0.5901360544217689,0.3047619047619048,1.0,0.8836212669077268,2017arli,2017
18,18,frc3507,0.0,0.0818181818181818,1.0,0.453617810760668,0.7064935064935064,0.5052854122621564,0.6918441141020487,2017arli,2017
19,19,frc3612,0.0,0.0,1.0,0.5442176870748301,0.6603174603174603,0.255813953488372,0.4328378197401897,2017arli,2017
20,20,frc3616,0.0229166666666666,0.0,0.9786324786324786,0.4961734693877551,0.6476190476190475,0.4593023255813954,0.2796303736440335,2017arli,2017
21,21,frc364,0.0333333333333333,0.035064935064935,0.9533799533799532,0.5426716141001856,0.4155844155844155,0.3911205073995771,0.0,2017arli,2017
22,22,frc3937,0.0152777777777777,0.0,1.0,0.6798469387755103,0.6857142857142857,0.6686046511627908,0.5657894736842106,2017arli,2017
23,23,frc3991,0.1661458333333333,0.0482142857142857,0.9839743589743588,0.639030612244898,0.8857142857142856,0.6206395348837209,0.2025662916834069,2017arli,2017
24,24,frc4490,0.112037037037037,0.0,0.9715099715099714,0.598639455782313,0.5587301587301587,0.8372093023255813,0.7716619793759206,2017arli,2017
25,25,frc4522,0.0630208333333333,0.0,1.0,0.5978954081632654,0.8285714285714285,0.5683139534883721,0.7254419445560464,2017arli,2017
